file_path,dataset_source,modality,label,label_int,split,format
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8976620.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6493807.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6032630.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4400364.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8486404.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6029420.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6913240.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6378055.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7040526.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9148460.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1877105.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7712846.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9972716.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7469185.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3386014.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6868998.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7773540.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8769661.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3251058.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8737588.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7870160.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4668193.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2080320.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4771783.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6273901.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7090657.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9818402.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9257965.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5161729.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5107868.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2412960.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5542285.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2575965.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8033621.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9026368.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8183126.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1374599.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6736028.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1165345.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8391684.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8293730.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3851855.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4459406.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9333593.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2460010.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6104615.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1567712.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5120726.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4837193.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8962291.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4603625.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4700343.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7143144.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2731741.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8635476.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5513257.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2051747.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9452798.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6503952.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5903873.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4083446.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2243488.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6725694.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2044088.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8813855.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3945227.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4546481.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3921756.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1421837.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3508441.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2323900.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6919952.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4330927.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1555842.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2017083.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9750223.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1567825.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7303817.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4016743.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2455736.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5326475.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3606059.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8145707.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5051913.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6738889.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1309629.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8946580.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8480951.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4440923.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4819731.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9820905.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1144247.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4159059.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5759044.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6853824.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7757579.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1995371.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9382127.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3555589.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1116049.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9124462.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8419568.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3343965.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6460049.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8488684.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8295327.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6115340.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3317337.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5221028.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9486751.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4154887.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3628282.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8764151.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3460862.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1766721.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8655144.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6717375.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4631592.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9504776.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1133998.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5908876.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3211572.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1535257.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5545304.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4422044.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8329816.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1867538.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9771809.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3716647.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3967616.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2666979.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9169706.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_7727110.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6031544.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4969607.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1902645.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9725525.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9528054.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6451106.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1838177.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2791787.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_4044847.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5749828.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_1855940.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3802428.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_6465758.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_3740762.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_9512174.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8289522.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_5876152.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_2850721.flac,archive_(1)_ASVspoof2019_LA,audio,spoof,1,train,.flac
C:\Users\paruc\Downloads\archive (1)\LA\LA\ASVspoof2019_LA_dev\flac\LA_D_8826808.flac,archive_(1)_ASVspoof2019_LA,audio,bonafide,0,train,.flac
